"cue","response","AFS","AFSS"
"abdomen","hold",0.0847457627118644,41
"abdomen","workout",0.0677966101694915,41
"abdomen","digest",0.0677966101694915,41
"abdomen","exercise",0.0508474576271186,41
"abdomen","touch",0.0338983050847458,41
"abdomen","punch",0.0338983050847458,41
"abdomen","breathe",0.0338983050847458,41
"abdomen","flex",0.0338983050847458,41
"abdomen","eat",0.0338983050847458,41
"abdomen","house",0.0338983050847458,41
"abdomen","plank",0.0169491525423729,41
"abdomen","situp",0.0169491525423729,41
"abdomen","contain",0.0169491525423729,41
"abdomen","store",0.0169491525423729,41
"abdomen","bump",0.0169491525423729,41
"abdomen","paint",0.0169491525423729,41
"abdomen","push",0.0169491525423729,41
"abdomen","rest",0.0169491525423729,41
"abdomen","focus",0.0169491525423729,41
"abdomen","inflect",0.0169491525423729,41
"abdomen","tense",0.0169491525423729,41
"abdomen","lean",0.0169491525423729,41
"abdomen","press",0.0169491525423729,41
"abdomen","crunch",0.0169491525423729,41
"abdomen","squat",0.0169491525423729,41
"abdomen","process",0.0169491525423729,41
"abdomen","compliment",0.0169491525423729,41
"abdomen","define",0.0169491525423729,41
"abdomen","strengthen",0.0169491525423729,41
"abdomen","balance",0.0169491525423729,41
"abdomen","create",0.0169491525423729,41
"abdomen","protect",0.0169491525423729,41
"abdomen","move",0.0169491525423729,41
"abdomen","cut",0.0169491525423729,41
"abdomen","straighten",0.0169491525423729,41
"abdomen","research",0.0169491525423729,41
"abdomen","look",0.0169491525423729,41
"abdomen","hurt",0.0169491525423729,41
"abdomen","heal",0.0169491525423729,41
"abdomen","pierce",0.0169491525423729,41
"abdomen","surgery",0.0169491525423729,41
"absinthe","drink",0.365384615384615,29
"absinthe","smell",0.0576923076923077,29
"absinthe","pour",0.0384615384615385,29
"absinthe","dilute",0.0384615384615385,29
"absinthe","look",0.0384615384615385,29
"absinthe","kill",0.0192307692307692,29
"absinthe","spill",0.0192307692307692,29
"absinthe","consume",0.0192307692307692,29
"absinthe","stir",0.0192307692307692,29
"absinthe","breathe",0.0192307692307692,29
"absinthe","serve",0.0192307692307692,29
"absinthe","distill",0.0192307692307692,29
"absinthe","advertise",0.0192307692307692,29
"absinthe","promote",0.0192307692307692,29
"absinthe","concoct",0.0192307692307692,29
"absinthe","create",0.0192307692307692,29
"absinthe","purchase",0.0192307692307692,29
"absinthe","throw away",0.0192307692307692,29
"absinthe","treat",0.0192307692307692,29
"absinthe","medicate",0.0192307692307692,29
"absinthe","taste",0.0192307692307692,29
"absinthe","pick",0.0192307692307692,29
"absinthe","touch",0.0192307692307692,29
"absinthe","eat",0.0192307692307692,29
"absinthe","bathe",0.0192307692307692,29
"absinthe","clean",0.0192307692307692,29
"absinthe","shower",0.0192307692307692,29
"absinthe","make",0.0192307692307692,29
"absinthe","die",0.0192307692307692,29
"accessory","wear",0.285714285714286,35
"accessory","sell",0.0857142857142857,35
"accessory","buy",0.0857142857142857,35
"accessory","decorate",0.0428571428571429,35
"accessory","share",0.0285714285714286,35
"accessory","give",0.0285714285714286,35
"accessory","add",0.0285714285714286,35
"accessory","throw",0.0285714285714286,35
"accessory","create",0.0142857142857143,35
"accessory","hear",0.0142857142857143,35
"accessory","find",0.0142857142857143,35
"accessory","return",0.0142857142857143,35
"accessory","lose",0.0142857142857143,35
"accessory","burn",0.0142857142857143,35
"accessory","personalize",0.0142857142857143,35
"accessory","arrange",0.0142857142857143,35
"accessory","lend",0.0142857142857143,35
"accessory","improve",0.0142857142857143,35
"accessory","change",0.0142857142857143,35
"accessory","remodel",0.0142857142857143,35
"accessory","compare",0.0142857142857143,35
"accessory","show off",0.0142857142857143,35
"accessory","recreation",0.0142857142857143,35
"accessory","enhance",0.0142857142857143,35
"accessory","fun",0.0142857142857143,35
"accessory","help",0.0142857142857143,35
"accessory","assist",0.0142857142857143,35
"accessory","show",0.0142857142857143,35
"accessory","look",0.0142857142857143,35
"accessory","earr",0.0142857142857143,35
"accessory","charge",0.0142857142857143,35
"accessory","draw",0.0142857142857143,35
"accessory","store",0.0142857142857143,35
"accessory","make",0.0142857142857143,35
"accessory","hold",0.0142857142857143,35
"accordion","play",0.327586206896552,27
"accordion","music",0.137931034482759,27
"accordion","squeeze",0.0344827586206897,27
"accordion","listen",0.0344827586206897,27
"accordion","break",0.0344827586206897,27
"accordion","create",0.0344827586206897,27
"accordion","learn",0.0344827586206897,27
"accordion","buy",0.0344827586206897,27
"accordion","move",0.0172413793103448,27
"accordion","practice",0.0172413793103448,27
"accordion","enjoy",0.0172413793103448,27
"accordion","step on",0.0172413793103448,27
"accordion","cut",0.0172413793103448,27
"accordion","draw",0.0172413793103448,27
"accordion","produce",0.0172413793103448,27
"accordion","joy",0.0172413793103448,27
"accordion","sound",0.0172413793103448,27
"accordion","dance",0.0172413793103448,27
"accordion","carry",0.0172413793103448,27
"accordion","store",0.0172413793103448,27
"accordion","sell",0.0172413793103448,27
"accordion","steal",0.0172413793103448,27
"accordion","teach",0.0172413793103448,27
"accordion","press",0.0172413793103448,27
"accordion","come",0.0172413793103448,27
"accordion","entertain",0.0172413793103448,27
"accordion","perform",0.0172413793103448,27
"accountant","tax",0.0819672131147541,40
"accountant","work",0.0655737704918033,40
"accountant","manage",0.0491803278688525,40
"accountant","talk",0.0491803278688525,40
"accountant","call",0.0491803278688525,40
"accountant","count",0.0327868852459016,40
"accountant","calculate",0.0327868852459016,40
"accountant","add",0.0327868852459016,40
"accountant","pay",0.0327868852459016,40
"accountant","speak",0.0327868852459016,40
"accountant","hire",0.0327868852459016,40
"accountant","organize",0.0327868852459016,40
"accountant","see",0.0327868852459016,40
"accountant","subtract",0.0163934426229508,40
"accountant","multiply",0.0163934426229508,40
"accountant","divide",0.0163934426229508,40
"accountant","tabulate",0.0163934426229508,40
"accountant","help",0.0163934426229508,40
"accountant","ask",0.0163934426229508,40
"accountant","return",0.0163934426229508,40
"accountant","use",0.0163934426229508,40
"accountant","advise",0.0163934426229508,40
"accountant","train",0.0163934426229508,40
